opportunity_id,outcome,primary_loss_reason,primary_win_reason,loss_reason_detail,decision_process_notes,champion_strength,procurement_friction_flag,competitor_capture_completeness,record_completeness_score
2348,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,,high,0.94
2349,won,,Better analytics vision for renewal planning,,,strong,,high,0.95
2350,lost,,,initial sponsor changed roles and support faded,,unknown,false,high,0.34
2351,won,,Best workflow match for cross-border operations,,,mixed,,high,0.93
2352,lost,price,,pricing came in above internal threshold after procurement review,,mixed,true,low,0.37
2353,lost,,,,,mixed,false,low,0.29
2354,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,mixed,false,low,0.53
2355,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,weak,false,low,0.37
2356,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,mixed,,high,0.94
2357,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,weak,false,low,0.42
2358,lost,procurement_legal_friction,,,,unknown,false,medium,0.59
2359,lost,product_gap,,,,mixed,false,medium,0.35
2360,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,late-stage decision path remained fuzzy,mixed,false,medium,0.42
2361,won,,Best workflow match for cross-border operations,,,strong,false,medium,0.94
2362,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,,medium,0.96
2363,lost,budget,,,,weak,false,low,0.48
2364,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,false,high,0.93
2365,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,mixed,true,high,0.4
2366,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,false,high,0.94
2367,lost,price,,,,weak,false,medium,0.37
2368,lost,product_gap,,,,weak,false,low,0.46
2369,lost,price,,,,mixed,false,high,0.5
2370,lost,competitor,,incumbent competitor kept the global trade team aligned,,mixed,false,low,0.44
2371,lost,timing,,timeline slipped and rollout moved into next planning cycle,,weak,true,medium,0.54
2372,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,late-stage decision path remained fuzzy,weak,false,low,0.37
2373,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,mixed,,high,0.92
2374,won,,Better analytics vision for renewal planning,,,mixed,,high,0.87
2375,lost,competitor,,,late-stage decision path remained fuzzy,mixed,false,medium,0.5
2376,lost,competitor,,,late-stage decision path remained fuzzy,mixed,false,low,0.48
2377,lost,price,,,,unknown,false,medium,0.45
2378,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,mixed,false,medium,0.36
2379,won,,Better analytics vision for renewal planning,,Business case approved with global operations and IT alignment,strong,,low,0.96
2380,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,unknown,false,high,0.93
2381,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.93
2382,lost,procurement_legal_friction,,legal and procurement redlines stalled final approval,,weak,false,medium,0.37
2383,lost,,,,late-stage decision path remained fuzzy,weak,true,high,0.47
2384,lost,budget,,,late-stage decision path remained fuzzy,weak,false,medium,0.33
2385,lost,competitor,,incumbent competitor kept the global trade team aligned,late-stage decision path remained fuzzy,unknown,true,low,0.56
2386,lost,procurement_legal_friction,,,,unknown,true,medium,0.47
2387,lost,competitor,,incumbent competitor kept the global trade team aligned,,mixed,true,low,0.5
2388,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,weak,false,low,0.4
2389,lost,competitor,,incumbent competitor kept the global trade team aligned,,mixed,false,medium,0.44
2390,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,false,high,0.87
2391,lost,,,pricing came in above internal threshold after procurement review,,unknown,false,low,0.46
2392,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,,high,0.89
2393,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,,medium,0.89
2394,lost,no_decision,,,,weak,false,low,0.4
2395,lost,competitor,,,,unknown,false,medium,0.48
2396,lost,product_gap,,needed deeper compliance edge cases for certain corridors,,mixed,false,medium,0.42
2397,won,,Executive alignment and stronger services plan,,,mixed,false,high,0.92
2398,lost,,,legal and procurement redlines stalled final approval,,weak,false,low,0.35
2399,lost,no_decision,,project paused after steering committee could not commit,,unknown,false,medium,0.61
2400,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,mixed,,high,0.93
2401,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,mixed,false,medium,0.9
2402,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,weak,false,low,0.4
2403,lost,no_decision,,project paused after steering committee could not commit,,weak,false,low,0.3
2404,lost,no_decision,,project paused after steering committee could not commit,,weak,true,high,0.46
2405,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,,high,0.89
2406,lost,budget,,,,weak,true,high,0.59
2407,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,unknown,true,medium,0.95
2408,lost,no_decision,,,,mixed,false,low,0.51
2409,lost,,,initial sponsor changed roles and support faded,late-stage decision path remained fuzzy,mixed,false,low,0.31
2410,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,strong,false,high,0.87
2411,won,,Best workflow match for cross-border operations,,,strong,false,high,0.89
2412,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,weak,false,low,0.54
2413,won,,Incumbent relationship and lower switching risk,,,strong,,high,0.87
2414,lost,,,,,weak,false,medium,0.4
2415,won,,Global rollout fit and clear ROI case,,,mixed,,high,0.9
2416,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,medium,0.96
2417,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,true,low,0.88
2418,lost,price,,pricing came in above internal threshold after procurement review,,weak,false,high,0.36
2419,lost,no_decision,,project paused after steering committee could not commit,,unknown,true,low,0.45
2420,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,weak,true,medium,0.46
2421,lost,product_gap,,,late-stage decision path remained fuzzy,weak,false,low,0.39
2422,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,mixed,,high,0.95
2423,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,false,high,0.96
2424,lost,product_gap,,needed deeper compliance edge cases for certain corridors,,mixed,true,low,0.38
2425,lost,budget,,budget shifted to warehouse modernization workstream,,unknown,false,low,0.49
2426,lost,price,,,,weak,true,low,0.47
2427,lost,competitor,,,,weak,false,medium,0.55
2428,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,true,high,0.91
2429,lost,timing,,timeline slipped and rollout moved into next planning cycle,,weak,false,high,0.36
2430,lost,,,timeline slipped and rollout moved into next planning cycle,late-stage decision path remained fuzzy,mixed,true,low,0.36
2431,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,false,medium,0.88
2432,won,,Executive alignment and stronger services plan,,Business case approved with global operations and IT alignment,strong,,high,0.92
2433,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,,high,0.95
2434,lost,budget,,,late-stage decision path remained fuzzy,mixed,true,low,0.58
2435,won,,Global rollout fit and clear ROI case,,Business case approved with global operations and IT alignment,mixed,false,medium,0.94
2436,lost,no_decision,,,,mixed,false,medium,0.61
2437,lost,weak_champion_internal_politics,,,,unknown,true,medium,0.5
2438,won,,Incumbent relationship and lower switching risk,,Business case approved with global operations and IT alignment,strong,,medium,0.92
2439,lost,price,,pricing came in above internal threshold after procurement review,late-stage decision path remained fuzzy,weak,false,high,0.48
2440,lost,competitor,,incumbent competitor kept the global trade team aligned,,weak,false,medium,0.46
2441,lost,price,,pricing came in above internal threshold after procurement review,,weak,true,medium,0.54
2442,lost,price,,,late-stage decision path remained fuzzy,weak,true,low,0.6
2443,lost,procurement_legal_friction,,,,weak,false,high,0.58
2444,lost,weak_champion_internal_politics,,initial sponsor changed roles and support faded,,weak,false,medium,0.51
2445,lost,weak_champion_internal_politics,,,,mixed,false,low,0.58
2446,won,,Best workflow match for cross-border operations,,Business case approved with global operations and IT alignment,strong,,high,0.95
